City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,miquelon,47.0975,-56.3814,21.0,99,94,6.21,PM,1690225619
362,queenstown,-31.8976,26.8753,5.61,48,0,0.75,ZA,1690225481
363,axim,4.8699,-2.2405,24.73,89,100,2.27,GH,1690225705
364,canete,-37.8,-73.4,10.77,85,100,4.54,CL,1690225705
365,vansada,20.75,73.3667,25.14,94,80,4.39,IN,1690225705
366,thaton,16.9206,97.3714,24.87,92,55,1.46,MM,1690225705
367,balsas,-7.5325,-46.0356,35.17,21,5,2.94,BR,1690225705
368,feni,23.0186,91.41,27.53,82,95,3.42,BD,1690225706
369,magadan,59.5667,150.8,13.7,65,4,1.98,RU,1690225518
370,oriximina,-1.7656,-55.8661,34.63,37,6,2.95,BR,1690225653
371,ouesso,1.6136,16.0517,23.48,87,27,1.3,CG,1690225706
372,ducheng,23.2373,111.5317,27.65,83,100,0.81,CN,1690225714
373,bamboo flat,11.7,92.7167,26.92,86,100,6.97,IN,1690225714
374,turkmenbasy,40.0222,52.9552,28.61,40,36,5.27,TM,1690225714
375,tura,25.5198,90.2201,23.86,95,100,2.17,IN,1690225715
376,la sarre,48.8002,-79.1996,16.54,91,100,2.04,CA,1690225715
377,acarau,-2.8856,-40.12,29.22,61,12,8.48,BR,1690225715
378,ebon,4.582,168.6964,28.71,77,68,6.23,MH,1690225456
379,zinjibar,13.1287,45.3807,31.95,61,100,2.95,YE,1690225716
380,dudinka,69.4058,86.1778,13.68,72,40,3.77,RU,1690225716
381,am timan,11.0297,20.2827,26.31,77,100,4.02,TD,1690225716
382,wailua homesteads,22.0669,-159.378,27.44,80,100,7.2,US,1690225717
383,sowerby bridge,53.709,-1.9093,16.56,77,100,2.67,GB,1690225717
384,kerema,-7.9631,145.7785,23.09,80,80,2.29,PG,1690225717
385,bellaria-igea marina,44.1421,12.47,34.99,76,0,1.03,IT,1690225717
386,at-bashi,41.1702,75.8106,16.58,66,92,0.88,KG,1690225717
387,bangassou,4.7413,22.8184,20.97,98,48,0.92,CF,1690225718
388,holualoa,19.6228,-155.9522,27.53,79,20,4.63,US,1690225718
389,kandyagash,49.4744,57.4233,23.89,37,100,4.1,KZ,1690225718
390,taoudenni,22.6783,-3.9836,43.93,10,59,2.32,ML,1690225548
391,baise city,23.8997,106.6133,26.36,90,100,1.12,CN,1690225616
392,yulinshi,38.2906,109.7494,24.57,41,0,2.33,CN,1690225719
393,wuyo,10.3852,11.6968,30.32,48,68,4.17,NG,1690225719
394,tofol,5.3248,163.0078,28.47,74,99,5.08,FM,1690225719
395,tari,12.4086,4.4914,30.39,55,44,2.31,NG,1690225719
396,amga,60.8953,131.9608,16.31,87,97,1.49,RU,1690225719
397,alexandroupoli,40.8475,25.8744,27.9,65,0,3.09,GR,1690225720
398,illizi,26.4833,8.4667,35.98,7,5,6.31,DZ,1690225720
399,luba,3.4568,8.5547,24.68,90,99,1.34,GQ,1690225720
400,saipan,15.1355,145.701,27.39,100,0,2.57,MP,1690225720
401,singkil,-7.9855,111.4161,21.25,86,100,1.52,ID,1690225720
402,mlonggo,-6.5333,110.7,24.61,83,14,2.41,ID,1690225721
403,happy valley-goose bay,53.3168,-60.3315,22.17,78,75,2.57,CA,1690225459
404,alappakkam,11.6,79.7333,26.69,80,100,6.86,IN,1690225721
405,macapa,0.0389,-51.0664,32.99,58,40,2.06,BR,1690225490
406,tarawa,1.419,172.984,25.05,100,20,0.0,KI,1690225721
407,ulsteinvik,62.3432,5.8487,16.06,87,100,4.92,NO,1690225721
408,hirara,24.8,125.2833,29.03,78,100,8.74,JP,1690225721
409,igdir,39.9237,44.045,26.96,47,75,8.75,TR,1690225722
410,alta,69.9689,23.2717,13.59,72,75,3.6,NO,1690225722
411,qamdo,31.1667,97.2333,5.93,92,100,1.75,CN,1690225722
412,albertina,-22.2008,-46.6158,24.94,31,15,1.45,BR,1690225722
413,geraldton,-28.7667,114.6,10.23,66,0,6.69,AU,1690225722
414,thurso,58.5927,-3.5259,11.14,81,100,5.22,GB,1690225723
415,quelimane,-17.8786,36.8883,21.97,83,0,2.68,MZ,1690225520
416,oil city,41.4339,-79.7064,28.65,53,40,4.63,US,1690225723
417,pisco,-13.7,-76.2167,22.03,64,0,4.63,PE,1690225723
418,angaur state,6.906,134.13,28.33,78,100,6.04,PW,1690225723
419,champerico,14.3,-91.9167,34.3,63,97,2.78,GT,1690225723
420,laguna,38.421,-121.4238,32.27,39,0,4.63,US,1690225544
421,bonthe,7.5264,-12.505,25.79,84,97,3.94,SL,1690225724
422,mont-laurier,46.5501,-75.4993,24.1,59,100,2.13,CA,1690225724
423,khovd,48.0056,91.6419,17.05,46,7,0.03,MN,1690225724
424,phalodi,27.1333,72.3667,33.43,57,100,4.12,IN,1690225724
425,jiuquan,39.7432,98.5174,28.14,14,84,5.29,CN,1690225724
426,wanning,18.8003,110.3967,27.04,82,100,0.55,CN,1690225725
427,island harbour,50.724,-1.2758,16.66,88,95,1.34,GB,1690225725
428,tralee,52.2704,-9.7026,13.8,81,100,3.47,IE,1690225532
429,san pedro pochutla,15.7333,-96.4667,30.95,56,100,3.81,MX,1690225554
430,birao,10.2849,22.7882,26.51,73,94,1.85,CF,1690225725
431,mejit,10.2753,170.8646,28.31,77,93,7.97,MH,1690225528
432,menongue,-14.6585,17.691,16.52,26,100,1.93,AO,1690225726
433,okha,53.5739,142.9478,14.63,84,100,1.91,RU,1690225726
434,iskushuban,10.2837,50.23,32.56,35,100,12.11,SO,1690225726
435,opuwo,-18.0607,13.84,20.87,27,5,1.92,NA,1690225726
436,mil'kovo,55.6078,37.7956,16.22,95,100,1.47,RU,1690225727
437,mahdia,35.5047,11.0622,42.97,36,0,6.31,TN,1690225727
438,tchollire,8.4022,14.1698,24.97,72,23,1.18,CM,1690225727
439,badagry,6.4167,2.8833,24.69,90,100,3.28,NG,1690225727
440,banda aceh,5.5577,95.3222,26.9,72,95,6.18,ID,1690225431
441,san patricio,28.017,-97.5169,37.31,38,11,6.69,US,1690225727
442,arkalyk,50.2486,66.9114,21.18,38,100,4.69,KZ,1690225728
443,purpe,64.4803,76.6897,20.65,48,100,3.17,RU,1690225728
444,hailar,49.2,119.7,16.17,75,65,1.73,CN,1690225728
445,hudiksvall,61.729,17.1036,15.39,83,1,2.27,SE,1690225728
446,port douglas,-16.4833,145.4667,15.51,53,0,3.23,AU,1690225729
447,chake chake,-5.2459,39.7666,23.76,85,0,5.41,TZ,1690225729
448,tynda,55.1667,124.7167,15.8,91,100,1.15,RU,1690225729
449,lata,40.1629,-8.3327,20.04,65,6,4.69,PT,1690225729
450,kailua-kona,19.6406,-155.9956,29.6,79,20,4.63,US,1690225729
451,porto novo,6.4965,2.6036,24.32,91,99,1.99,BJ,1690225729
452,tovuz,40.9922,45.6289,23.53,70,80,3.52,AZ,1690225730
453,vernon,50.2581,-119.2691,30.52,21,100,0.45,CA,1690225730
454,barcelos,41.5388,-8.6151,22.18,68,9,5.32,PT,1690225730
455,mammoth lakes,37.6485,-118.9721,25.45,31,40,3.6,US,1690225730
456,haldibari,26.3333,88.7667,27.98,82,100,2.15,IN,1690225730
457,moires,35.0532,24.8744,29.87,36,0,3.47,GR,1690225730
458,hoi an,15.8794,108.335,25.98,89,32,2.09,VN,1690225511
459,namdrik,5.5994,168.1028,28.44,79,11,7.16,MH,1690225731
460,yelizovo,53.1873,158.3805,12.84,87,0,2.0,RU,1690225731
461,al mawsil al jadidah,36.3346,43.0978,37.56,10,0,5.58,IQ,1690225731
462,saint-francois,46.4154,3.9054,23.69,50,0,3.6,FR,1690225622
463,fort bragg,35.139,-79.006,31.78,64,0,2.06,US,1690225731
464,saquarema,-22.92,-42.5103,26.08,69,0,6.23,BR,1690225590
465,kuanda,56.3161,116.0806,16.2,81,27,1.3,RU,1690225732
466,bouake,7.6895,-5.0218,22.83,93,100,1.07,CI,1690225732
467,caluula,11.9661,50.7569,30.64,66,100,3.5,SO,1690225732
468,gornopravdinsk,60.05,69.9,14.51,94,100,1.09,RU,1690225732
469,metlili chaamba,32.2667,3.6333,37.01,7,0,5.01,DZ,1690225732
470,les cayes,18.2,-73.75,30.66,62,100,4.74,HT,1690225733
471,midvagur,62.0511,-7.1939,8.46,87,100,4.63,FO,1690225733
472,cabo san lucas,22.8909,-109.9124,33.67,67,24,1.34,MX,1690224996
473,manta,-0.95,-80.7333,30.88,74,20,5.81,EC,1690225639
474,mastic beach,40.7668,-72.8521,30.55,71,0,5.66,US,1690225734
475,xapuri,-10.6517,-68.5044,36.7,26,8,0.31,BR,1690225734
476,hondo,32.45,130.2,25.68,84,2,1.57,JP,1690225549
477,akdepe,42.0551,59.3788,34.79,18,10,1.06,TM,1690225735
478,onsala,57.4253,12.029,16.77,85,17,5.36,SE,1690225736
479,lishui,28.4604,119.9103,24.54,98,20,1.31,CN,1690225736
480,al hazm,16.1641,44.7769,30.78,38,100,5.65,YE,1690225736
481,faisalabad,31.4167,73.0833,32.8,60,80,1.13,PK,1690225737
482,inirida,3.8653,-67.9239,28.76,77,75,0.37,CO,1690225737
483,safford,32.834,-109.7076,39.51,18,0,1.79,US,1690225737
484,sao vicente,-23.9631,-46.3919,30.15,100,6,0.89,BR,1690225738
485,dazhou,31.2159,107.5009,23.21,93,87,1.15,CN,1690225738
486,rawlins,41.7911,-107.2387,32.94,16,0,4.63,US,1690225738
487,gisborne,-38.6533,178.0042,8.05,85,0,2.65,NZ,1690225738
488,tadine,-21.55,167.8833,19.18,69,100,5.15,NC,1690225738
489,puerto aysen,-45.4,-72.7,3.02,81,100,0.0,CL,1690225739
490,taldykorgan,45.0156,78.3739,22.24,23,0,2.88,KZ,1690225739
491,naama,33.2667,-0.3167,33.89,10,11,3.71,DZ,1690225739
492,pedro carbo,-1.8333,-80.2333,31.71,55,100,0.61,EC,1690225739
493,vanimo,-2.6741,141.3028,25.07,89,38,1.63,PG,1690225739
494,moengo,5.6167,-54.4,26.92,83,100,1.34,SR,1690225740
495,cururupu,-1.8283,-44.8683,29.13,65,50,2.22,BR,1690225740
496,la'ie,21.6477,-157.9253,27.98,74,50,6.95,US,1690225740
497,inhambane,-23.865,35.3833,19.99,94,0,2.06,MZ,1690225740
498,taloda,21.5667,74.2167,25.79,92,100,6.23,IN,1690225741
499,thames,-37.1333,175.5333,7.23,93,22,0.73,NZ,1690225741
500,nadym,65.5333,72.5167,19.79,72,92,3.78,RU,1690225741
501,bojnurd,37.4747,57.329,27.19,23,0,3.37,IR,1690225742
502,palikir - national government center,6.9248,158.1611,24.41,94,100,1.03,FM,1690225742
503,roma,43.2128,-75.4557,27.27,69,81,2.46,US,1690225563
504,caleta de carquin,-11.0925,-77.6267,22.29,69,9,5.58,PE,1690225742
505,ust'-uda,54.1742,103.0304,13.48,96,100,0.91,RU,1690225743
506,pirenopolis,-15.8525,-48.9592,29.82,27,40,4.27,BR,1690225743
507,touros,-5.1989,-35.4608,27.58,66,31,8.26,BR,1690225723
508,ola,59.5833,151.2833,13.45,69,2,1.5,RU,1690225743
509,skovorodino,53.9833,123.9167,15.27,95,56,0.9,RU,1690225743
510,guiuan,11.0333,125.7247,28.74,78,100,11.56,PH,1690225744
511,ribera,37.4984,13.2642,36.16,33,0,1.64,IT,1690225744
512,kongwa,-6.2,36.4167,18.73,69,3,2.39,TZ,1690225744
513,rochester,43.1548,-77.6156,29.21,64,70,3.62,US,1690225498
514,ghormach,35.7306,63.7826,30.39,17,0,1.82,AF,1690225744
515,bang krathum,16.5783,100.3003,26.66,88,100,0.89,TH,1690225745
516,saurimo,-9.6608,20.3916,20.96,32,1,1.28,AO,1690225745
517,saalfeld,50.65,11.3667,20.9,81,0,4.36,DE,1690225745
518,cudillero,43.5622,-6.1459,19.81,71,75,6.69,ES,1690225745
519,lethem,3.3803,-59.7968,31.6,57,30,1.11,GY,1690225746
520,badr hunayn,23.7829,38.7905,33.09,26,10,0.79,SA,1690225746
521,santa ana,33.7456,-117.8678,39.92,61,20,3.09,US,1690224871
522,leiyang,26.4024,112.8591,26.73,85,99,2.11,CN,1690225746
523,malango,-2.9627,119.9001,18.49,98,50,0.33,ID,1690225747
524,al kharijah,25.4514,30.5464,34.35,14,5,4.22,EG,1690225557
525,tazacorte,28.629,-17.9293,23.54,83,40,5.66,ES,1690225747
526,erenhot,43.6475,111.9767,25.03,33,99,2.71,CN,1690225747
527,alo,7.4178,6.7371,23.31,97,100,1.77,NG,1690225748
528,port-vila,-17.7338,168.3219,21.78,94,100,3.6,VU,1690225748
529,kill devil hills,36.0307,-75.676,28.0,74,75,4.12,US,1690225748
530,egilsstadir,65.2653,-14.3948,9.19,92,100,2.4,IS,1690225748
531,san agustin de valle fertil,-30.6335,-67.4682,14.36,32,59,3.47,AR,1690225749
532,burang,30.25,81.1667,12.0,75,96,2.23,CN,1690225749
533,sima,53.9202,102.0442,13.35,94,21,0.95,RU,1690225749
534,vilyuysk,63.7553,121.6247,17.8,93,100,4.12,RU,1690225749
535,sunnyside,46.3237,-120.0087,31.11,32,0,0.0,US,1690225749
536,arar,30.9753,41.0381,33.76,11,0,4.98,SA,1690225750
537,namibe,-15.1961,12.1522,18.38,82,100,3.49,AO,1690225640
538,hami,42.8,93.45,27.84,22,0,4.13,CN,1690225697
539,mossel bay,-34.1831,22.146,11.61,67,0,1.78,ZA,1690225750
540,zeya,53.75,127.2667,16.64,96,100,2.72,RU,1690225751
541,cole harbour,44.6724,-63.4751,29.55,61,75,4.12,CA,1690225751
542,ust'-kulom,61.6864,53.6902,15.24,76,93,1.7,RU,1690225751
543,sola,-13.8833,167.55,25.83,85,87,6.47,VU,1690225751
544,sydney mines,46.2367,-60.2177,30.05,63,100,3.13,CA,1690225753
545,jayapura,-2.5333,140.7,24.66,90,88,1.46,ID,1690225754
546,saint-pierre,-21.3393,55.4781,20.82,78,0,3.09,RE,1690225754
547,gemena,3.25,19.7667,23.16,86,100,0.39,CD,1690225754
548,villa mercedes,-33.6757,-65.4578,15.4,31,7,6.84,AR,1690225764
549,terenozek,45.05,64.9833,30.84,23,0,2.07,KZ,1690225764
550,kalachinsk,55.0529,74.5751,15.1,93,7,3.36,RU,1690225774
551,strelka,58.0728,93.0344,16.28,98,100,1.75,RU,1690225775
552,columbia falls,48.3725,-114.1815,33.56,24,0,3.09,US,1690225775
553,agadez,19.75,10.25,35.09,11,0,3.55,NE,1690225775
554,port isabel,26.0734,-97.2086,37.02,71,75,6.17,US,1690225547
555,grandola,38.1772,-8.5668,19.64,48,0,6.22,PT,1690225775
